config,image,keyIdx,entropy,rH,rV,rD,r_avg,npcr,uaci
NoECA,Bell_pepper_512,5,7.999322828472425,-0.0010835163980967705,-0.0005488179922150289,0.009951210236636998,0.003861181542316266,99.60873921712239,33.476985856598496
NoECA,Bell_pepper_512,6,7.999297571236892,-0.0012439264106613305,-0.004596864639871035,-0.009012666343459009,0.004951152464663791,99.61407979329427,33.471748002993515
NoECA,Bell_pepper_512,7,7.999149332252036,-0.002552601079174331,-0.007958852397224027,0.004400808129983661,0.004970753868794007,99.61496988932292,33.440498900569345
NoECA,Bell_pepper_512,8,7.999215277926969,-0.005352975294811745,-0.007353761137503711,0.001917091325037714,0.004874609252451057,99.61891174316406,33.45337063658471
NoECA,Bell_pepper_512,9,7.999269637688805,-0.0006253889218448607,-0.0009359022712271599,0.0051037443655660404,0.0022216785195460203,99.60530598958333,33.46234489889705
NoECA,Bell_pepper_512,10,7.999359073941851,-0.0021302584895413865,0.005784381619521914,3.7103846498428204e-05,0.0026505813185205766,99.61026509602864,33.427107567880675
NoECA,Bird_512,1,7.99927723214848,0.0006507567671247284,-5.726755014552956e-05,0.008963936513406484,0.0032239869435589145,99.60988362630208,33.45056920269735
NoECA,Bird_512,2,7.9992702737986425,-0.011805991189591145,-0.0040596943309170914,0.007735142917982204,0.007866942812830147,99.59449768066406,33.474638695810356
NoECA,Bird_512,3,7.999260598412465,0.002004044785442124,-0.0016279769022253523,0.004939543988884393,0.0028571885588506234,99.60161844889323,33.43391069399765
NoECA,Bird_512,4,7.999286170054947,-0.0013758475476251773,-0.0030625145336790303,0.0027200808037542734,0.0023861476283528267,99.6081034342448,33.4496815999349
NoECA,Bird_512,5,7.999333896491836,0.007021063105486111,0.0065672691708135965,-0.0021219202430499532,0.0052367508397832205,99.5984395345052,33.44673705256843
NoECA,Bird_512,6,7.999352177106705,-0.0028108361717757695,0.005611981790852367,0.0018902952576444483,0.003437704406757528,99.5958964029948,33.50822049807879
NoECA,Bird_512,7,7.999319162641822,0.008055282247317547,-0.003308923208844122,0.00716393528961921,0.006176046915260293,99.60645039876302,33.45124986436631
NoECA,Bird_512,8,7.999301581693295,-0.004104339569731714,0.0034731058911304075,-0.009887284961993608,0.0058215768076185755,99.62081909179688,33.46707462485319
NoECA,Bird_512,9,7.999307580462695,-0.0048744229900295095,0.006894192694512199,0.0018803023740509878,0.004549639352864232,99.5989481608073,33.45761018640855
NoECA,Bird_512,10,7.99926725222296,-0.0017193683529328734,-0.00646778722401484,-0.004507485758987299,0.004231547111978338,99.60657755533855,33.49441129397723
NoECA,Mountain_512,1,7.999300442720059,0.0052957125830753226,-0.002771590236033912,-0.005377933135033313,0.004481745318047515,99.60060119628906,33.4730953640408
NoECA,Mountain_512,2,7.999326993096379,-0.012638712974396624,0.0037466841200204117,0.00480835832180214,0.007064585138739725,99.615478515625,33.48559610204759
NoECA,Mountain_512,3,7.999275351831059,-0.0016845032440983307,-0.008864026873934183,-0.008646114514946894,0.006398214877659803,99.61814880371094,33.460924734477125
NoECA,Mountain_512,4,7.999285810924941,-0.005885057552066011,0.004439123217279118,0.0026758218945488956,0.004333334221298008,99.60823059082031,33.43879500245736
NoECA,Mountain_512,5,7.999327057907071,-0.01199265781230663,0.010156091151260893,-0.005426287561436785,0.009191678841668103,99.60848490397136,33.47695543875102
NoECA,Mountain_512,6,7.999340752650968,0.004710718376003763,-0.0011726797664440188,-0.008400564174960372,0.004761320772469384,99.6063232421875,33.47632264779284
NoECA,Mountain_512,7,7.999305342094707,-0.008932049327030721,-0.0018972549066041424,-0.0014158622370810923,0.004081722156905319,99.61077372233073,33.474204867493874
NoECA,Mountain_512,8,7.999288917018949,0.005472289482461133,0.00249352593341594,0.004480284426031628,0.004148699947302901,99.61992899576823,33.45929314108456
NoECA,Mountain_512,9,7.999246956764544,0.001371937742803528,-0.009200647828999741,-0.003855059738629683,0.004809215103477651,99.61573282877605,33.45873564676521
