image,rd,keyIdx,encSec,entropy,rH,rV,rD,r_avg,npcr,uaci
Mountain_512,2,6,0.178739043,7.999267534173895,-0.000208337894445864,0.0027989037713963814,-0.0040644607103426005,0.002357234125394949,99.61535135904948,33.480511334986474
Mountain_512,2,7,0.185143387,7.9993130139979,-0.0012063732436037443,0.001285877405473219,0.005564959334304451,0.002685736661127138,99.61077372233073,33.49310980902778
Mountain_512,2,8,0.171529882,7.999257608075925,-0.0013588267479643591,0.004790000691763223,0.008443548230630081,0.004864125223452555,99.59348042805989,33.39435053806679
Mountain_512,2,9,0.175724963,7.999306625194277,-0.010480464429330196,0.010067290613762162,0.0027512320351735474,0.0077663290260886345,99.60784912109375,33.49008747175628
Mountain_512,2,10,0.187082917,7.999276334850857,-0.011350856503124148,-0.011140960909454628,-0.001555643414534385,0.008015820275704386,99.60924784342448,33.466406928168404
Mountain_512,3,1,0.233178731,7.999311326796158,0.00399712663976658,-0.002424393220168771,0.0029540930426621872,0.003125204300865846,99.59983825683594,33.489569371042684
Mountain_512,3,2,0.228881379,7.9993206025049055,-0.011568864826739791,-0.012117888560118181,-0.0010548186911528118,0.008247190692670261,99.60683186848958,33.43372718960631
Mountain_512,3,3,0.229416755,7.999288165145394,-0.005514340494467556,-1.736814503078855e-05,0.00013596328090557797,0.0018892239734679742,99.60060119628906,33.464041815863716
Mountain_512,3,4,0.214882653,7.999340590944258,0.008540343025236522,-0.004306592765798715,-0.01226090247247276,0.008369279421169332,99.59971110026042,33.416501213522515
Mountain_512,3,5,0.23916509,7.999217116996711,-0.00490155258015285,-0.005948755026438494,0.003636655833735634,0.0048289878134423255,99.61331685384114,33.46588583553538
Mountain_512,3,6,0.280768425,7.999224419206609,0.002894586248096969,0.0004908030599691259,0.00027796321669843523,0.0012211175082548432,99.615478515625,33.53271135317734
Mountain_512,3,7,0.236203188,7.999252725025698,-0.009979648716030139,0.0024275982891012837,-0.0018655368246140204,0.0047575946099151474,99.62259928385417,33.51102741715175
Mountain_512,3,8,0.243144002,7.999320982278758,0.0020035725723932,-0.00035112255427348506,0.003939914467300575,0.002098203197989087,99.60530598958333,33.47247055153442
Mountain_512,3,9,0.228744544,7.9993464497812825,0.007964008714978073,-0.004496990860900084,0.004170268149164043,0.005543755908347401,99.60556030273438,33.47065345913756
Mountain_512,3,10,0.202751196,7.999290591481082,-0.002589764772190276,0.00495884212553711,0.005353881566572621,0.004300829488100003,99.60861206054688,33.47902484968596
Mountain_512,4,1,0.286885587,7.999274289667255,-0.01129639847741118,0.002541700089954727,0.001163359853682431,0.005000486140349446,99.61191813151042,33.366449892131335
Mountain_512,4,2,0.292379869,7.9993213654748,0.0089531616694222,0.002808248235530936,0.0005039999793471328,0.004088469961433422,99.60823059082031,33.4851862090865
Mountain_512,4,3,0.297756389,7.999260282612138,0.007505895118526603,-0.001049173478241312,-0.00626333589338825,0.004939468163385388,99.61039225260417,33.44706466774535
Mountain_512,4,4,0.284171436,7.999265114732246,-0.010120807159459197,0.0004851916057374593,0.0034224453324386947,0.0046761480325451165,99.60301717122395,33.39084400850184
