x,y,posMix,collisionProbabilityPct
439,30,126,0.7049560546875
489,30,120,0.6988525390625
27,31,83,0.8880615234375
77,31,143,0.8880615234375
127,31,123,0.8880615234375
177,31,191,0.8880615234375
227,31,131,0.8880615234375
277,31,47,0.8880615234375
327,31,91,0.8880615234375
377,31,127,0.8880615234375
427,31,211,0.8880615234375
477,31,47,0.8880615234375
15,32,174,0.7049560546875
65,32,128,0.6988525390625
115,32,90,0.7049560546875
165,32,252,0.6988525390625
215,32,198,0.7049560546875
265,32,152,0.6988525390625
315,32,226,0.7049560546875
365,32,196,0.6988525390625
415,32,222,0.7049560546875
465,32,240,0.6988525390625
3,33,87,0.8880615234375
53,33,239,0.8880615234375
103,33,15,0.8880615234375
153,33,103,0.8880615234375
203,33,87,0.8880615234375
253,33,63,0.8880615234375
303,33,95,0.8880615234375
353,33,7,0.8880615234375
403,33,55,0.8880615234375
453,33,239,0.8880615234375
503,33,15,0.8880615234375
41,34,32,0.6988525390625
91,34,98,0.7049560546875
141,34,244,0.6988525390625
191,34,254,0.7049560546875
241,34,120,0.6988525390625
291,34,122,0.7049560546875
341,34,236,0.6988525390625
391,34,214,0.7049560546875
441,34,48,0.6988525390625
491,34,210,0.7049560546875
29,35,183,0.8880615234375
79,35,227,0.8880615234375
129,35,23,0.8880615234375
179,35,139,0.8880615234375
229,35,135,0.8880615234375
279,35,115,0.8880615234375
329,35,231,0.8880615234375
379,35,203,0.8880615234375
429,35,119,0.8880615234375
479,35,131,0.8880615234375
17,36,104,0.6988525390625
67,36,186,0.7049560546875
117,36,124,0.6988525390625
167,36,190,0.7049560546875
217,36,112,0.6988525390625
267,36,2,0.7049560546875
317,36,52,0.6988525390625
367,36,150,0.7049560546875
417,36,248,0.6988525390625
467,36,10,0.7049560546875
5,37,183,0.8880615234375
55,37,95,0.8880615234375
105,37,127,0.8880615234375
155,37,167,0.8880615234375
205,37,151,0.8880615234375
255,37,207,0.8880615234375
305,37,175,0.8880615234375
355,37,7,0.8880615234375
405,37,23,0.8880615234375
455,37,191,0.8880615234375
505,37,159,0.8880615234375
43,38,82,0.7049560546875
93,38,84,0.6988525390625
143,38,134,0.7049560546875
193,38,240,0.6988525390625
243,38,154,0.7049560546875
293,38,60,0.6988525390625
343,38,142,0.7049560546875
393,38,88,0.6988525390625
443,38,98,0.7049560546875
493,38,132,0.6988525390625
31,39,155,0.8880615234375
81,39,239,0.8880615234375
131,39,115,0.8880615234375
181,39,127,0.8880615234375
231,39,251,0.8880615234375
