x,y,posMix,collisionProbabilityPct
397,96,164,0.6988525390625
447,96,126,0.7049560546875
497,96,80,0.6988525390625
35,97,215,0.8880615234375
85,97,47,0.8880615234375
135,97,143,0.8880615234375
185,97,167,0.8880615234375
235,97,215,0.8880615234375
285,97,127,0.8880615234375
335,97,95,0.8880615234375
385,97,135,0.8880615234375
435,97,119,0.8880615234375
485,97,175,0.8880615234375
23,98,134,0.7049560546875
73,98,128,0.6988525390625
123,98,2,0.7049560546875
173,98,20,0.6988525390625
223,98,158,0.7049560546875
273,98,88,0.6988525390625
323,98,90,0.7049560546875
373,98,140,0.6988525390625
423,98,54,0.7049560546875
473,98,144,0.6988525390625
11,99,235,0.8880615234375
61,99,55,0.8880615234375
111,99,227,0.8880615234375
161,99,87,0.8880615234375
211,99,203,0.8880615234375
261,99,71,0.8880615234375
311,99,115,0.8880615234375
361,99,231,0.8880615234375
411,99,11,0.8880615234375
461,99,119,0.8880615234375
511,99,67,0.8880615234375
49,100,72,0.6988525390625
99,100,154,0.7049560546875
149,100,156,0.6988525390625
199,100,222,0.7049560546875
249,100,80,0.6988525390625
299,100,34,0.7049560546875
349,100,20,0.6988525390625
399,100,118,0.7049560546875
449,100,152,0.6988525390625
499,100,42,0.7049560546875
37,101,119,0.8880615234375
87,101,223,0.8880615234375
137,101,191,0.8880615234375
187,101,231,0.8880615234375
237,101,151,0.8880615234375
287,101,207,0.8880615234375
337,101,239,0.8880615234375
387,101,7,0.8880615234375
437,101,23,0.8880615234375
487,101,255,0.8880615234375
25,102,136,0.6988525390625
75,102,242,0.7049560546875
125,102,244,0.6988525390625
175,102,102,0.7049560546875
225,102,16,0.6988525390625
275,102,186,0.7049560546875
325,102,28,0.6988525390625
375,102,238,0.7049560546875
425,102,56,0.6988525390625
475,102,130,0.7049560546875
13,103,191,0.8880615234375
63,103,91,0.8880615234375
113,103,111,0.8880615234375
163,103,243,0.8880615234375
213,103,255,0.8880615234375
263,103,123,0.8880615234375
313,103,79,0.8880615234375
363,103,131,0.8880615234375
413,103,63,0.8880615234375
463,103,155,0.8880615234375
1,104,16,0.6988525390625
51,104,10,0.7049560546875
101,104,252,0.6988525390625
151,104,166,0.7049560546875
201,104,56,0.6988525390625
251,104,34,0.7049560546875
301,104,148,0.6988525390625
351,104,142,0.7049560546875
401,104,224,0.6988525390625
451,104,90,0.7049560546875
501,104,12,0.6988525390625
39,105,111,0.8880615234375
89,105,71,0.8880615234375
139,105,103,0.8880615234375
189,105,15,0.8880615234375
239,105,31,0.8880615234375
289,105,103,0.8880615234375
339,105,167,0.8880615234375
389,105,63,0.8880615234375
439,105,47,0.8880615234375
489,105,135,0.8880615234375
27,106,194,0.7049560546875
77,106,4,0.6988525390625
127,106,78,0.7049560546875
177,106,56,0.6988525390625
227,106,106,0.7049560546875
277,106,204,0.6988525390625
327,106,118,0.7049560546875
377,106,128,0.6988525390625
427,106,146,0.7049560546875
477,106,116,0.6988525390625
15,107,19,0.8880615234375
65,107,23,0.8880615234375
115,107,75,0.8880615234375
165,107,231,0.8880615234375
215,107,163,0.8880615234375
265,107,39,0.8880615234375
315,107,235,0.8880615234375
365,107,23,0.8880615234375
415,107,211,0.8880615234375
465,107,87,0.8880615234375
3,108,10,0.7049560546875
53,108,60,0.6988525390625
103,108,142,0.7049560546875
153,108,160,0.6988525390625
203,108,66,0.7049560546875
253,108,164,0.6988525390625
303,108,54,0.7049560546875
353,108,216,0.6988525390625
403,108,250,0.7049560546875
453,108,76,0.6988525390625
503,108,30,0.7049560546875
41,109,207,0.8880615234375
91,109,55,0.8880615234375
141,109,215,0.8880615234375
191,109,207,0.8880615234375
241,109,127,0.8880615234375
291,109,119,0.8880615234375
341,109,247,0.8880615234375
391,109,255,0.8880615234375
441,109,79,0.8880615234375
491,109,23,0.8880615234375
29,110,100,0.6988525390625
79,110,198,0.7049560546875
129,110,96,0.6988525390625
179,110,10,0.7049560546875
229,110,28,0.6988525390625
279,110,126,0.7049560546875
329,110,152,0.6988525390625
379,110,2,0.7049560546875
429,110,52,0.6988525390625
479,110,182,0.7049560546875
17,111,223,0.8880615234375
67,111,99,0.8880615234375
117,111,47,0.8880615234375
167,111,91,0.8880615234375
217,111,31,0.8880615234375
267,111,147,0.8880615234375
317,111,175,0.8880615234375
367,111,123,0.8880615234375
417,111,223,0.8880615234375
467,111,195,0.8880615234375
5,112,220,0.6988525390625
55,112,166,0.7049560546875
105,112,56,0.6988525390625
155,112,66,0.7049560546875
205,112,4,0.6988525390625
255,112,222,0.7049560546875
305,112,16,0.6988525390625
355,112,234,0.7049560546875
405,112,76,0.6988525390625
455,112,214,0.7049560546875
505,112,104,0.6988525390625
43,113,151,0.8880615234375
93,113,31,0.8880615234375
143,113,31,0.8880615234375
193,113,199,0.8880615234375
243,113,55,0.8880615234375
293,113,175,0.8880615234375
343,113,111,0.8880615234375
393,113,103,0.8880615234375
443,113,55,0.8880615234375
493,113,127,0.8880615234375
31,114,126,0.7049560546875
81,114,88,0.6988525390625
131,114,58,0.7049560546875
181,114,172,0.6988525390625
231,114,150,0.7049560546875
281,114,16,0.6988525390625
331,114,82,0.7049560546875
381,114,36,0.6988525390625
431,114,14,0.7049560546875
481,114,72,0.6988525390625
19,115,43,0.8880615234375
69,115,135,0.8880615234375
119,115,179,0.8880615234375
169,115,231,0.8880615234375
219,115,107,0.8880615234375
269,115,87,0.8880615234375
319,115,163,0.8880615234375
369,115,55,0.8880615234375
419,115,11,0.8880615234375
469,115,167,0.8880615234375
7,116,62,0.7049560546875
57,116,16,0.6988525390625
107,116,98,0.7049560546875
157,116,84,0.6988525390625
207,116,22,0.7049560546875
257,116,152,0.6988525390625
307,116,170,0.7049560546875
357,116,108,0.6988525390625
407,116,238,0.7049560546875
457,116,160,0.6988525390625
507,116,178,0.7049560546875
45,117,183,0.8880615234375
95,117,47,0.8880615234375
145,117,111,0.8880615234375
195,117,103,0.8880615234375
245,117,183,0.8880615234375
295,117,127,0.8880615234375
345,117,191,0.8880615234375
395,117,135,0.8880615234375
445,117,23,0.8880615234375
495,117,47,0.8880615234375
33,118,208,0.6988525390625
83,118,218,0.7049560546875
133,118,156,0.6988525390625
183,118,110,0.7049560546875
233,118,248,0.6988525390625
283,118,2,0.7049560546875
333,118,196,0.6988525390625
383,118,246,0.7049560546875
433,118,160,0.6988525390625
483,118,202,0.7049560546875
21,119,223,0.8880615234375
71,119,187,0.8880615234375
121,119,207,0.8880615234375
171,119,35,0.8880615234375
221,119,31,0.8880615234375
271,119,155,0.8880615234375
321,119,207,0.8880615234375
371,119,179,0.8880615234375
421,119,223,0.8880615234375
471,119,251,0.8880615234375
9,120,184,0.6988525390625
59,120,98,0.7049560546875
109,120,20,0.6988525390625
159,120,142,0.7049560546875
209,120,128,0.6988525390625
259,120,250,0.7049560546875
309,120,108,0.6988525390625
359,120,86,0.7049560546875
409,120,200,0.6988525390625
459,120,242,0.7049560546875
509,120,100,0.6988525390625
47,121,223,0.8880615234375
97,121,167,0.8880615234375
147,121,7,0.8880615234375
197,121,31,0.8880615234375
247,121,207,0.8880615234375
297,121,71,0.8880615234375
347,121,71,0.8880615234375
397,121,207,0.8880615234375
447,121,191,0.8880615234375
497,121,167,0.8880615234375
35,122,106,0.7049560546875
85,122,44,0.6988525390625
135,122,86,0.7049560546875
185,122,96,0.6988525390625
235,122,178,0.7049560546875
285,122,116,0.6988525390625
335,122,190,0.7049560546875
385,122,104,0.6988525390625
435,122,26,0.7049560546875
485,122,60,0.6988525390625
23,123,195,0.8880615234375
73,123,231,0.8880615234375
123,123,139,0.8880615234375
173,123,119,0.8880615234375
223,123,147,0.8880615234375
273,123,55,0.8880615234375
323,123,139,0.8880615234375
373,123,199,0.8880615234375
423,123,227,0.8880615234375
473,123,135,0.8880615234375
11,124,2,0.7049560546875
61,124,132,0.6988525390625
111,124,150,0.7049560546875
161,124,88,0.6988525390625
211,124,218,0.7049560546875
261,124,236,0.6988525390625
311,124,126,0.7049560546875
361,124,80,0.6988525390625
411,124,50,0.7049560546875
461,124,84,0.6988525390625
511,124,230,0.7049560546875
49,125,159,0.8880615234375
99,125,183,0.8880615234375
149,125,23,0.8880615234375
199,125,127,0.8880615234375
249,125,143,0.8880615234375
299,125,151,0.8880615234375
349,125,215,0.8880615234375
399,125,111,0.8880615234375
449,125,127,0.8880615234375
499,125,215,0.8880615234375
37,126,92,0.6988525390625
87,126,222,0.7049560546875
137,126,152,0.6988525390625
187,126,130,0.7049560546875
237,126,52,0.6988525390625
287,126,22,0.7049560546875
337,126,240,0.6988525390625
387,126,122,0.7049560546875
437,126,12,0.6988525390625
487,126,238,0.7049560546875
25,127,63,0.8880615234375
75,127,83,0.8880615234375
125,127,239,0.8880615234375
175,127,59,0.8880615234375
225,127,255,0.8880615234375
275,127,35,0.8880615234375
325,127,143,0.8880615234375
375,127,155,0.8880615234375
425,127,63,0.8880615234375
475,127,19,0.8880615234375
13,128,164,0.6988525390625
63,128,190,0.7049560546875
113,128,144,0.6988525390625
163,128,106,0.7049560546875
213,128,236,0.6988525390625
263,128,54,0.7049560546875
313,128,136,0.6988525390625
363,128,210,0.7049560546875
413,128,212,0.6988525390625
463,128,174,0.7049560546875
1,129,7,0.8880615234375
51,129,247,0.8880615234375
101,129,111,0.8880615234375
151,129,79,0.8880615234375
201,129,231,0.8880615234375
251,129,247,0.8880615234375
301,129,95,0.8880615234375
351,129,63,0.8880615234375
401,129,71,0.8880615234375
451,129,23,0.8880615234375
501,129,175,0.8880615234375
39,130,246,0.7049560546875
89,130,80,0.6988525390625
139,130,50,0.7049560546875
189,130,68,0.6988525390625
239,130,78,0.7049560546875
289,130,40,0.6988525390625
339,130,138,0.7049560546875
389,130,188,0.6988525390625
439,130,166,0.7049560546875
489,130,96,0.6988525390625
27,131,203,0.8880615234375
77,131,183,0.8880615234375
127,131,3,0.8880615234375
177,131,23,0.8880615234375
227,131,171,0.8880615234375
277,131,103,0.8880615234375
327,131,115,0.8880615234375
377,131,7,0.8880615234375
427,131,235,0.8880615234375
477,131,119,0.8880615234375
15,132,182,0.7049560546875
65,132,216,0.6988525390625
115,132,106,0.7049560546875
165,132,140,0.6988525390625
215,132,110,0.7049560546875
265,132,192,0.6988525390625
315,132,82,0.7049560546875
365,132,228,0.6988525390625
415,132,230,0.7049560546875
465,132,168,0.6988525390625
3,133,71,0.8880615234375
53,133,23,0.8880615234375
103,133,255,0.8880615234375
153,133,31,0.8880615234375
203,133,39,0.8880615234375
253,133,247,0.8880615234375
303,133,79,0.8880615234375
353,133,239,0.8880615234375
403,133,135,0.8880615234375
453,133,247,0.8880615234375
503,133,31,0.8880615234375
41,134,184,0.6988525390625
91,134,130,0.7049560546875
141,134,36,0.6988525390625
191,134,214,0.7049560546875
241,134,0,0.6988525390625
291,134,74,0.7049560546875
341,134,12,0.6988525390625
391,134,94,0.7049560546875
441,134,104,0.6988525390625
491,134,146,0.7049560546875
29,135,255,0.8880615234375
79,135,91,0.8880615234375
129,135,79,0.8880615234375
179,135,179,0.8880615234375
229,135,63,0.8880615234375
279,135,59,0.8880615234375
329,135,175,0.8880615234375
379,135,227,0.8880615234375
429,135,255,0.8880615234375
479,135,91,0.8880615234375
17,136,224,0.6988525390625
67,136,90,0.7049560546875
117,136,204,0.6988525390625
167,136,118,0.7049560546875
217,136,104,0.6988525390625
267,136,210,0.7049560546875
317,136,196,0.6988525390625
367,136,190,0.7049560546875
417,136,48,0.6988525390625
467,136,42,0.7049560546875
5,137,255,0.8880615234375
55,137,175,0.8880615234375
105,137,7,0.8880615234375
155,137,39,0.8880615234375
205,137,207,0.8880615234375
255,137,63,0.8880615234375
305,137,231,0.8880615234375
355,137,103,0.8880615234375
405,137,95,0.8880615234375
455,137,47,0.8880615234375
505,137,199,0.8880615234375
43,138,146,0.7049560546875
93,138,116,0.6988525390625
143,138,158,0.7049560546875
193,138,72,0.6988525390625
243,138,122,0.7049560546875
293,138,60,0.6988525390625
343,138,70,0.7049560546875
393,138,80,0.6988525390625
443,138,34,0.7049560546875
493,138,100,0.6988525390625
31,139,19,0.8880615234375
81,139,215,0.8880615234375
131,139,235,0.8880615234375
181,139,7,0.8880615234375
231,139,67,0.8880615234375
281,139,7,0.8880615234375
331,139,75,0.8880615234375
381,139,23,0.8880615234375
431,139,19,0.8880615234375
481,139,215,0.8880615234375
19,140,186,0.7049560546875
69,140,140,0.6988525390625
119,140,30,0.7049560546875
169,140,80,0.6988525390625
219,140,82,0.7049560546875
269,140,20,0.6988525390625
319,140,166,0.7049560546875
369,140,40,0.6988525390625
419,140,234,0.7049560546875
469,140,92,0.6988525390625
7,141,255,0.8880615234375
57,141,79,0.8880615234375
107,141,215,0.8880615234375
157,141,119,0.8880615234375
207,141,79,0.8880615234375
257,141,223,0.8880615234375
307,141,215,0.8880615234375
357,141,151,0.8880615234375
407,141,31,0.8880615234375
457,141,207,0.8880615234375
507,141,247,0.8880615234375
45,142,52,0.6988525390625
95,142,246,0.7049560546875
145,142,48,0.6988525390625
195,142,154,0.7049560546875
245,142,108,0.6988525390625
295,142,46,0.7049560546875
345,142,40,0.6988525390625
395,142,146,0.7049560546875
445,142,132,0.6988525390625
495,142,230,0.7049560546875
33,143,223,0.8880615234375
83,143,3,0.8880615234375
133,143,207,0.8880615234375
183,143,27,0.8880615234375
233,143,31,0.8880615234375
283,143,83,0.8880615234375
333,143,207,0.8880615234375
383,143,187,0.8880615234375
433,143,159,0.8880615234375
483,143,227,0.8880615234375
21,144,140,0.6988525390625
71,144,86,0.7049560546875
121,144,104,0.6988525390625
171,144,242,0.7049560546875
221,144,212,0.6988525390625
271,144,174,0.7049560546875
321,144,224,0.6988525390625
371,144,186,0.7049560546875
421,144,252,0.6988525390625
471,144,6,0.7049560546875
9,145,39,0.8880615234375
59,145,55,0.8880615234375
109,145,63,0.8880615234375
159,145,63,0.8880615234375
209,145,135,0.8880615234375
259,145,215,0.8880615234375
309,145,239,0.8880615234375
359,145,111,0.8880615234375
409,145,167,0.8880615234375
459,145,87,0.8880615234375
509,145,159,0.8880615234375
47,146,142,0.7049560546875
97,146,8,0.6988525390625
147,146,10,0.7049560546875
197,146,188,0.6988525390625
247,146,166,0.7049560546875
297,146,64,0.6988525390625
347,146,162,0.7049560546875
397,146,52,0.6988525390625
447,146,222,0.7049560546875
497,146,248,0.6988525390625
35,147,203,0.8880615234375
85,147,231,0.8880615234375
135,147,51,0.8880615234375
185,147,135,0.8880615234375
235,147,139,0.8880615234375
285,147,23,0.8880615234375
335,147,3,0.8880615234375
385,147,183,0.8880615234375
435,147,171,0.8880615234375
485,147,199,0.8880615234375
23,148,46,0.7049560546875
73,148,32,0.6988525390625
123,148,242,0.7049560546875
173,148,196,0.6988525390625
223,148,230,0.7049560546875
273,148,136,0.6988525390625
323,148,154,0.7049560546875
373,148,252,0.6988525390625
423,148,30,0.7049560546875
473,148,176,0.6988525390625
11,149,199,0.8880615234375
61,149,23,0.8880615234375
111,149,175,0.8880615234375
161,149,47,0.8880615234375
211,149,103,0.8880615234375
261,149,23,0.8880615234375
311,149,95,0.8880615234375
361,149,223,0.8880615234375
411,149,7,0.8880615234375
461,149,183,0.8880615234375
511,149,111,0.8880615234375
49,150,160,0.6988525390625
99,150,202,0.7049560546875
149,150,172,0.6988525390625
199,150,62,0.7049560546875
249,150,72,0.6988525390625
299,150,114,0.7049560546875
349,150,212,0.6988525390625
399,150,6,0.7049560546875
449,150,240,0.6988525390625
499,150,58,0.7049560546875
37,151,95,0.8880615234375
87,151,123,0.8880615234375
137,151,239,0.8880615234375
187,151,195,0.8880615234375
237,151,95,0.8880615234375
287,151,27,0.8880615234375
337,151,239,0.8880615234375
387,151,243,0.8880615234375
437,151,31,0.8880615234375
487,151,59,0.8880615234375
25,152,136,0.6988525390625
75,152,50,0.7049560546875
125,152,228,0.6988525390625
175,152,222,0.7049560546875
225,152,176,0.6988525390625
275,152,42,0.7049560546875
325,152,28,0.6988525390625
375,152,134,0.7049560546875
425,152,152,0.6988525390625
475,152,194,0.7049560546875
13,153,207,0.8880615234375
63,153,63,0.8880615234375
113,153,231,0.8880615234375
163,153,71,0.8880615234375
213,153,255,0.8880615234375
263,153,143,0.8880615234375
313,153,135,0.8880615234375
363,153,7,0.8880615234375
413,153,15,0.8880615234375
463,153,159,0.8880615234375
1,154,232,0.6988525390625
51,154,26,0.7049560546875
101,154,60,0.6988525390625
151,154,6,0.7049560546875
201,154,80,0.6988525390625
251,154,34,0.7049560546875
301,154,4,0.6988525390625
351,154,174,0.7049560546875
401,154,88,0.6988525390625
451,154,74,0.7049560546875
501,154,204,0.6988525390625
39,155,99,0.8880615234375
89,155,135,0.8880615234375
139,155,235,0.8880615234375
189,155,247,0.8880615234375
239,155,147,0.8880615234375
289,155,183,0.8880615234375
339,155,107,0.8880615234375
389,155,167,0.8880615234375
439,155,67,0.8880615234375
489,155,167,0.8880615234375
27,156,242,0.7049560546875
77,156,20,0.6988525390625
127,156,38,0.7049560546875
177,156,72,0.6988525390625
227,156,42,0.7049560546875
277,156,156,0.6988525390625
327,156,110,0.7049560546875
377,156,96,0.6988525390625
427,156,162,0.7049560546875
477,156,164,0.6988525390625
15,157,111,0.8880615234375
65,157,191,0.8880615234375
115,157,151,0.8880615234375
165,157,119,0.8880615234375
215,157,31,0.8880615234375
265,157,143,0.8880615234375
315,157,183,0.8880615234375
365,157,55,0.8880615234375
415,157,175,0.8880615234375
465,157,31,0.8880615234375
3,158,186,0.7049560546875
53,158,76,0.6988525390625
103,158,174,0.7049560546875
153,158,8,0.6988525390625
203,158,50,0.7049560546875
253,158,100,0.6988525390625
303,158,230,0.7049560546875
353,158,32,0.6988525390625
403,158,42,0.7049560546875
453,158,188,0.6988525390625
503,158,190,0.7049560546875
41,159,127,0.8880615234375
91,159,83,0.8880615234375
141,159,15,0.8880615234375
191,159,123,0.8880615234375
241,159,63,0.8880615234375
291,159,3,0.8880615234375
341,159,175,0.8880615234375
391,159,91,0.8880615234375
441,159,127,0.8880615234375
491,159,211,0.8880615234375
29,160,20,0.6988525390625
79,160,110,0.7049560546875
129,160,192,0.6988525390625
179,160,154,0.7049560546875
229,160,188,0.6988525390625
279,160,134,0.7049560546875
329,160,88,0.6988525390625
379,160,162,0.7049560546875
429,160,4,0.6988525390625
479,160,30,0.7049560546875
17,161,199,0.8880615234375
67,161,215,0.8880615234375
117,161,111,0.8880615234375
167,161,15,0.8880615234375
217,161,231,0.8880615234375
267,161,215,0.8880615234375
317,161,63,0.8880615234375
367,161,223,0.8880615234375
417,161,7,0.8880615234375
467,161,55,0.8880615234375
5,162,188,0.6988525390625
55,162,102,0.7049560546875
105,162,224,0.6988525390625
155,162,162,0.7049560546875
205,162,180,0.6988525390625
255,162,62,0.7049560546875
305,162,56,0.6988525390625
355,162,186,0.7049560546875
405,162,44,0.6988525390625
455,162,150,0.7049560546875
505,162,240,0.6988525390625
43,163,235,0.8880615234375
93,163,55,0.8880615234375
143,163,227,0.8880615234375
193,163,151,0.8880615234375
243,163,11,0.8880615234375
293,163,7,0.8880615234375
343,163,115,0.8880615234375
393,163,231,0.8880615234375
443,163,203,0.8880615234375
493,163,119,0.8880615234375
31,164,166,0.7049560546875
81,164,168,0.6988525390625
131,164,250,0.7049560546875
181,164,188,0.6988525390625
231,164,254,0.7049560546875
281,164,48,0.6988525390625
331,164,194,0.7049560546875
381,164,116,0.6988525390625
431,164,86,0.7049560546875
481,164,184,0.6988525390625
19,165,199,0.8880615234375
69,165,183,0.8880615234375
119,165,223,0.8880615234375
169,165,255,0.8880615234375
219,165,167,0.8880615234375
269,165,151,0.8880615234375
319,165,79,0.8880615234375
369,165,175,0.8880615234375
419,165,7,0.8880615234375
469,165,23,0.8880615234375
7,166,222,0.7049560546875
57,166,232,0.6988525390625
107,166,146,0.7049560546875
157,166,20,0.6988525390625
207,166,198,0.7049560546875
257,166,48,0.6988525390625
307,166,218,0.7049560546875
357,166,252,0.6988525390625
407,166,78,0.7049560546875
457,166,24,0.6988525390625
507,166,162,0.7049560546875
45,167,63,0.8880615234375
95,167,27,0.8880615234375
145,167,239,0.8880615234375
195,167,115,0.8880615234375
245,167,127,0.8880615234375
295,167,251,0.8880615234375
345,167,15,0.8880615234375
395,167,67,0.8880615234375
445,167,63,0.8880615234375
495,167,91,0.8880615234375
33,168,176,0.6988525390625
83,168,106,0.7049560546875
133,168,28,0.6988525390625
183,168,6,0.7049560546875
233,168,152,0.6988525390625
283,168,130,0.7049560546875
333,168,244,0.6988525390625
383,168,110,0.7049560546875
433,168,64,0.6988525390625
483,168,250,0.7049560546875
21,169,95,0.8880615234375
71,169,47,0.8880615234375
121,169,71,0.8880615234375
171,169,39,0.8880615234375
221,169,143,0.8880615234375
271,169,159,0.8880615234375
321,169,39,0.8880615234375
371,169,231,0.8880615234375
421,169,255,0.8880615234375
471,169,111,0.8880615234375
9,170,144,0.6988525390625
59,170,226,0.7049560546875
109,170,100,0.6988525390625
159,170,46,0.7049560546875
209,170,152,0.6988525390625
259,170,74,0.7049560546875
309,170,172,0.6988525390625
359,170,150,0.7049560546875
409,170,96,0.6988525390625
459,170,50,0.7049560546875
509,170,84,0.6988525390625
47,171,211,0.8880615234375
97,171,87,0.8880615234375
147,171,11,0.8880615234375
197,171,231,0.8880615234375
247,171,35,0.8880615234375
297,171,39,0.8880615234375
347,171,235,0.8880615234375
397,171,87,0.8880615234375
447,171,19,0.8880615234375
497,171,151,0.8880615234375
35,172,42,0.7049560546875
85,172,28,0.6988525390625
135,172,238,0.7049560546875
185,172,64,0.6988525390625
235,172,98,0.7049560546875
285,172,132,0.6988525390625
335,172,214,0.7049560546875
385,172,184,0.6988525390625
435,172,218,0.7049560546875
485,172,108,0.6988525390625
23,173,95,0.8880615234375
73,173,79,0.8880615234375
123,173,119,0.8880615234375
173,173,215,0.8880615234375
223,173,207,0.8880615234375
273,173,63,0.8880615234375
323,173,183,0.8880615234375
373,173,183,0.8880615234375
423,173,63,0.8880615234375
473,173,79,0.8880615234375
11,174,146,0.7049560546875
61,174,196,0.6988525390625
111,174,166,0.7049560546875
161,174,128,0.6988525390625
211,174,234,0.7049560546875
261,174,60,0.6988525390625
311,174,222,0.7049560546875
361,174,120,0.6988525390625
411,174,98,0.7049560546875
461,174,20,0.6988525390625
511,174,150,0.7049560546875
49,175,159,0.8880615234375
99,175,227,0.8880615234375
149,175,175,0.8880615234375
199,175,27,0.8880615234375
249,175,223,0.8880615234375
299,175,211,0.8880615234375
349,175,47,0.8880615234375
399,175,251,0.8880615234375
449,175,159,0.8880615234375
499,175,3,0.8880615234375
37,176,124,0.6988525390625
87,176,6,0.7049560546875
137,176,216,0.6988525390625
187,176,34,0.7049560546875
237,176,164,0.6988525390625
287,176,126,0.7049560546875
337,176,176,0.6988525390625
387,176,10,0.7049560546875
437,176,44,0.6988525390625
487,176,118,0.7049560546875
25,177,103,0.8880615234375
75,177,23,0.8880615234375
125,177,159,0.8880615234375
175,177,159,0.8880615234375
225,177,71,0.8880615234375
275,177,247,0.8880615234375
325,177,239,0.8880615234375
375,177,175,0.8880615234375
425,177,39,0.8880615234375
475,177,119,0.8880615234375
13,178,52,0.6988525390625
63,178,94,0.7049560546875
113,178,120,0.6988525390625
163,178,218,0.7049560546875
213,178,204,0.6988525390625
263,178,54,0.7049560546875
313,178,176,0.6988525390625
363,178,178,0.7049560546875
413,178,196,0.6988525390625
463,178,110,0.7049560546875
1,179,247,0.8880615234375
51,179,171,0.8880615234375
101,179,199,0.8880615234375
151,179,179,0.8880615234375
201,179,231,0.8880615234375
251,179,107,0.8880615234375
301,179,151,0.8880615234375
351,179,163,0.8880615234375
401,179,55,0.8880615234375
451,179,203,0.8880615234375
501,179,39,0.8880615234375
39,180,30,0.7049560546875
89,180,48,0.6988525390625
139,180,2,0.7049560546875
189,180,180,0.6988525390625
239,180,118,0.7049560546875
289,180,184,0.6988525390625
339,180,138,0.7049560546875
389,180,12,0.6988525390625
439,180,14,0.7049560546875
489,180,128,0.6988525390625
27,181,199,0.8880615234375
77,181,119,0.8880615234375
127,181,111,0.8880615234375
177,181,175,0.8880615234375
227,181,39,0.8880615234375
277,181,247,0.8880615234375
327,181,191,0.8880615234375
377,181,255,0.8880615234375
427,181,135,0.8880615234375
477,181,23,0.8880615234375
15,182,134,0.7049560546875
65,182,112,0.6988525390625
115,182,122,0.7049560546875
165,182,252,0.6988525390625
215,182,14,0.7049560546875
265,182,88,0.6988525390625
315,182,34,0.7049560546875
365,182,100,0.6988525390625
415,182,22,0.7049560546875
465,182,64,0.6988525390625
3,183,243,0.8880615234375
53,183,159,0.8880615234375
103,183,59,0.8880615234375
153,183,15,0.8880615234375
203,183,163,0.8880615234375
253,183,223,0.8880615234375
303,183,219,0.8880615234375
353,183,143,0.8880615234375
403,183,51,0.8880615234375
453,183,159,0.8880615234375
503,183,123,0.8880615234375
41,184,216,0.6988525390625
91,184,194,0.7049560546875
141,184,180,0.6988525390625
191,184,238,0.7049560546875
241,184,96,0.6988525390625
291,184,90,0.7049560546875
341,184,204,0.6988525390625
391,184,182,0.7049560546875
441,184,168,0.6988525390625
491,184,18,0.7049560546875
29,185,15,0.8880615234375
79,185,95,0.8880615234375
129,185,103,0.8880615234375
179,185,135,0.8880615234375
229,185,159,0.8880615234375
279,185,79,0.8880615234375
329,185,199,0.8880615234375
379,185,71,0.8880615234375
429,185,207,0.8880615234375
479,185,255,0.8880615234375
17,186,152,0.6988525390625
67,186,74,0.7049560546875
117,186,140,0.6988525390625
167,186,118,0.7049560546875
217,186,128,0.6988525390625
267,186,82,0.7049560546875
317,186,84,0.6988525390625
367,186,30,0.7049560546875
417,186,8,0.6988525390625
467,186,122,0.7049560546875
5,187,103,0.8880615234375
55,187,3,0.8880615234375
105,187,231,0.8880615234375
155,187,75,0.8880615234375
205,187,119,0.8880615234375
255,187,211,0.8880615234375
305,187,183,0.8880615234375
355,187,203,0.8880615234375
405,187,135,0.8880615234375
455,187,227,0.8880615234375
505,187,199,0.8880615234375
43,188,226,0.7049560546875
93,188,164,0.6988525390625
143,188,182,0.7049560546875
193,188,184,0.6988525390625
243,188,186,0.7049560546875
293,188,12,0.6988525390625
343,188,94,0.7049560546875
393,188,112,0.6988525390625
443,188,210,0.7049560546875
493,188,52,0.6988525390625
31,189,47,0.8880615234375
81,189,159,0.8880615234375
131,189,247,0.8880615234375
181,189,23,0.8880615234375
231,189,63,0.8880615234375
281,189,143,0.8880615234375
331,189,151,0.8880615234375
381,189,87,0.8880615234375
431,189,175,0.8880615234375
481,189,63,0.8880615234375
19,190,106,0.7049560546875
69,190,60,0.6988525390625
119,190,126,0.7049560546875
169,190,184,0.6988525390625
219,190,98,0.7049560546875
269,190,84,0.6988525390625
319,190,54,0.7049560546875
369,190,80,0.6988525390625
419,190,218,0.7049560546875
469,190,236,0.6988525390625
7,191,155,0.8880615234375
57,191,63,0.8880615234375
107,191,147,0.8880615234375
157,191,111,0.8880615234375
207,191,187,0.8880615234375
257,191,127,0.8880615234375
307,191,35,0.8880615234375
357,191,79,0.8880615234375
407,191,219,0.8880615234375
457,191,191,0.8880615234375
507,191,211,0.8880615234375
45,192,196,0.6988525390625
95,192,30,0.7049560546875
145,192,48,0.6988525390625
195,192,202,0.7049560546875
245,192,12,0.6988525390625
295,192,86,0.7049560546875
345,192,40,0.6988525390625
395,192,114,0.7049560546875
445,192,180,0.6988525390625
495,192,78,0.7049560546875
33,193,135,0.8880615234375
83,193,55,0.8880615234375
133,193,47,0.8880615234375
183,193,79,0.8880615234375
233,193,39,0.8880615234375
283,193,183,0.8880615234375
333,193,223,0.8880615234375
383,193,255,0.8880615234375
433,193,71,0.8880615234375
483,193,151,0.8880615234375
21,194,172,0.6988525390625
71,194,22,0.7049560546875
